question,label,answer
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
storage method for groundnut,STORAGE_GUIDE,storage_guide
sunflower ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
pulses me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
pulses ke liye beej kaunsa le,SEED_GUIDE,seed_guide
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
which hybrid seeds are good for wheat,SEED_GUIDE,seed_guide
which hybrid seeds are good for sugarcane,SEED_GUIDE,seed_guide
is drip irrigation good for groundnut,IRRIGATION_GUIDE,irrigation_guide
is drip irrigation good for maize,IRRIGATION_GUIDE,irrigation_guide
storage method for soybean,STORAGE_GUIDE,storage_guide
storage method for millet,STORAGE_GUIDE,storage_guide
what is todays weather,WEATHER_QUERY,weather_query
cotton ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
storage method for grapes,STORAGE_GUIDE,storage_guide
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
when should i irrigate groundnut,IRRIGATION_GUIDE,irrigation_guide
how much npk for soybean,FERTILIZER_SUGGESTION,fertilizer_suggestion
will it rain today in delhi,WEATHER_QUERY,weather_query
how often to water tomato,IRRIGATION_GUIDE,irrigation_guide
humidity level today,WEATHER_QUERY,weather_query
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
humidity level today,WEATHER_QUERY,weather_query
how to improve soil health,SOIL_HEALTH,soil_health
sunflower ke liye beej kaunsa le,SEED_GUIDE,seed_guide
wheat सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
soybean ल root rot झल तर कय करव,CROP_DISEASE,crop_disease
how to reduce soil acidity,SOIL_HEALTH,soil_health
kal barsaat hogi kya,WEATHER_QUERY,weather_query
cotton कस सठवव,STORAGE_GUIDE,storage_guide
how to protect soybean from bollworm,CROP_DISEASE,crop_disease
grapes सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
humidity level today,WEATHER_QUERY,weather_query
onion me root rot ka ilaj kya hai,CROP_DISEASE,crop_disease
wheat ke liye beej kaunsa le,SEED_GUIDE,seed_guide
onion सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
banana ko kaise store kare,STORAGE_GUIDE,storage_guide
which fertilizer is best for soybean,FERTILIZER_SUGGESTION,fertilizer_suggestion
is drip irrigation good for wheat,IRRIGATION_GUIDE,irrigation_guide
how much npk for soybean,FERTILIZER_SUGGESTION,fertilizer_suggestion
is drip irrigation good for onion,IRRIGATION_GUIDE,irrigation_guide
how to protect groundnut from whitefly,CROP_DISEASE,crop_disease
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
how to improve soil health,SOIL_HEALTH,soil_health
millet ko kaise store kare,STORAGE_GUIDE,storage_guide
which hybrid seeds are good for rice,SEED_GUIDE,seed_guide
high yield variety of maize,SEED_GUIDE,seed_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
symptoms of rust in grapes,CROP_DISEASE,crop_disease
rice ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
how to store rice,STORAGE_GUIDE,storage_guide
which fertilizer is best for wheat,FERTILIZER_SUGGESTION,fertilizer_suggestion
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
how much npk for rice,FERTILIZER_SUGGESTION,fertilizer_suggestion
soybean me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
onion सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
pulses सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
sunflower ke liye beej kaunsa le,SEED_GUIDE,seed_guide
cotton ke liye beej kaunsa le,SEED_GUIDE,seed_guide
best compost for healthy soil,SOIL_HEALTH,soil_health
how to reduce soil acidity,SOIL_HEALTH,soil_health
which hybrid seeds are good for maize,SEED_GUIDE,seed_guide
pulses me blight ka ilaj kya hai,CROP_DISEASE,crop_disease
storage method for rice,STORAGE_GUIDE,storage_guide
how to improve soil health,SOIL_HEALTH,soil_health
how much npk for onion,FERTILIZER_SUGGESTION,fertilizer_suggestion
cotton me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
which hybrid seeds are good for groundnut,SEED_GUIDE,seed_guide
how often to water maize,IRRIGATION_GUIDE,irrigation_guide
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
banana ko kaise store kare,STORAGE_GUIDE,storage_guide
how often to water maize,IRRIGATION_GUIDE,irrigation_guide
sunflower ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
storage method for groundnut,STORAGE_GUIDE,storage_guide
symptoms of leaf spot in pulses,CROP_DISEASE,crop_disease
how to improve soil health,SOIL_HEALTH,soil_health
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
millet me bollworm ka ilaj kya hai,CROP_DISEASE,crop_disease
banana ल blast झल तर कय करव,CROP_DISEASE,crop_disease
which hybrid seeds are good for soybean,SEED_GUIDE,seed_guide
best nutrients for tomato,FERTILIZER_SUGGESTION,fertilizer_suggestion
symptoms of stem borer in tomato,CROP_DISEASE,crop_disease
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
millet disease stem borer treatment,CROP_DISEASE,crop_disease
आज पऊस यईल क,WEATHER_QUERY,weather_query
is drip irrigation good for cotton,IRRIGATION_GUIDE,irrigation_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
how to store grapes,STORAGE_GUIDE,storage_guide
cotton ल rust झल तर कय करव,CROP_DISEASE,crop_disease
how to avoid insects while storing groundnut,STORAGE_GUIDE,storage_guide
best compost for healthy soil,SOIL_HEALTH,soil_health
how often to water sugarcane,IRRIGATION_GUIDE,irrigation_guide
potato disease whitefly treatment,CROP_DISEASE,crop_disease
symptoms of leaf spot in millet,CROP_DISEASE,crop_disease
humidity level today,WEATHER_QUERY,weather_query
storage method for groundnut,STORAGE_GUIDE,storage_guide
symptoms of bollworm in soybean,CROP_DISEASE,crop_disease
soybean me bollworm ka ilaj kya hai,CROP_DISEASE,crop_disease
आज पऊस यईल क,WEATHER_QUERY,weather_query
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
how to protect onion from blast,CROP_DISEASE,crop_disease
sunflower ko kaise store kare,STORAGE_GUIDE,storage_guide
best compost for healthy soil,SOIL_HEALTH,soil_health
millet ke liye beej kaunsa le,SEED_GUIDE,seed_guide
humidity level today,WEATHER_QUERY,weather_query
आज पऊस यईल क,WEATHER_QUERY,weather_query
is drip irrigation good for groundnut,IRRIGATION_GUIDE,irrigation_guide
best nutrients for banana,FERTILIZER_SUGGESTION,fertilizer_suggestion
rice ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
what is todays weather,WEATHER_QUERY,weather_query
what is todays weather,WEATHER_QUERY,weather_query
आज पऊस यईल क,WEATHER_QUERY,weather_query
onion सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
wheat ko kaise store kare,STORAGE_GUIDE,storage_guide
millet me root rot ka ilaj kya hai,CROP_DISEASE,crop_disease
grapes सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
will it rain today in delhi,WEATHER_QUERY,weather_query
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
will it rain today in mumbai,WEATHER_QUERY,weather_query
tomato ke liye beej kaunsa le,SEED_GUIDE,seed_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
will it rain today in pune,WEATHER_QUERY,weather_query
which fertilizer is best for onion,FERTILIZER_SUGGESTION,fertilizer_suggestion
best seed variety for onion,SEED_GUIDE,seed_guide
cotton me fungal infection ka ilaj kya hai,CROP_DISEASE,crop_disease
best seed variety for rice,SEED_GUIDE,seed_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
tomato ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
is drip irrigation good for millet,IRRIGATION_GUIDE,irrigation_guide
kal barsaat hogi kya,WEATHER_QUERY,weather_query
how much npk for onion,FERTILIZER_SUGGESTION,fertilizer_suggestion
how much npk for sunflower,FERTILIZER_SUGGESTION,fertilizer_suggestion
millet me rust ka ilaj kya hai,CROP_DISEASE,crop_disease
how to reduce soil acidity,SOIL_HEALTH,soil_health
how to store grapes,STORAGE_GUIDE,storage_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
which hybrid seeds are good for rice,SEED_GUIDE,seed_guide
how often to water potato,IRRIGATION_GUIDE,irrigation_guide
onion ko kaise store kare,STORAGE_GUIDE,storage_guide
is drip irrigation good for tomato,IRRIGATION_GUIDE,irrigation_guide
how to improve soil health,SOIL_HEALTH,soil_health
आज पऊस यईल क,WEATHER_QUERY,weather_query
best nutrients for sugarcane,FERTILIZER_SUGGESTION,fertilizer_suggestion
sugarcane सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
wheat ko kaise store kare,STORAGE_GUIDE,storage_guide
how often to water groundnut,IRRIGATION_GUIDE,irrigation_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
millet me stem borer ka ilaj kya hai,CROP_DISEASE,crop_disease
is drip irrigation good for wheat,IRRIGATION_GUIDE,irrigation_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
pulses कस सठवव,STORAGE_GUIDE,storage_guide
will it rain today in delhi,WEATHER_QUERY,weather_query
humidity level today,WEATHER_QUERY,weather_query
pulses सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to protect onion from whitefly,CROP_DISEASE,crop_disease
how much npk for sunflower,FERTILIZER_SUGGESTION,fertilizer_suggestion
humidity level today,WEATHER_QUERY,weather_query
millet ko kaise store kare,STORAGE_GUIDE,storage_guide
what is todays weather,WEATHER_QUERY,weather_query
humidity level today,WEATHER_QUERY,weather_query
best seed variety for cotton,SEED_GUIDE,seed_guide
how to store wheat,STORAGE_GUIDE,storage_guide
how to improve soil health,SOIL_HEALTH,soil_health
what is todays weather,WEATHER_QUERY,weather_query
best seed variety for potato,SEED_GUIDE,seed_guide
best compost for healthy soil,SOIL_HEALTH,soil_health
grapes कस सठवव,STORAGE_GUIDE,storage_guide
how to protect millet from root rot,CROP_DISEASE,crop_disease
storage method for pulses,STORAGE_GUIDE,storage_guide
which hybrid seeds are good for maize,SEED_GUIDE,seed_guide
how to avoid insects while storing potato,STORAGE_GUIDE,storage_guide
soybean me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
best compost for healthy soil,SOIL_HEALTH,soil_health
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
kal barsaat hogi kya,WEATHER_QUERY,weather_query
banana disease leaf spot treatment,CROP_DISEASE,crop_disease
best nutrients for soybean,FERTILIZER_SUGGESTION,fertilizer_suggestion
onion सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
sugarcane ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
maize ke liye beej kaunsa le,SEED_GUIDE,seed_guide
how to store sugarcane,STORAGE_GUIDE,storage_guide
pulses ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
banana ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
best seed variety for potato,SEED_GUIDE,seed_guide
will it rain today in delhi,WEATHER_QUERY,weather_query
sugarcane me blight ka ilaj kya hai,CROP_DISEASE,crop_disease
when should i irrigate sunflower,IRRIGATION_GUIDE,irrigation_guide
how to avoid insects while storing sunflower,STORAGE_GUIDE,storage_guide
storage method for cotton,STORAGE_GUIDE,storage_guide
will it rain today in nashik,WEATHER_QUERY,weather_query
onion कस सठवव,STORAGE_GUIDE,storage_guide
grapes me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
kal barsaat hogi kya,WEATHER_QUERY,weather_query
how to improve soil health,SOIL_HEALTH,soil_health
how to avoid insects while storing wheat,STORAGE_GUIDE,storage_guide
millet ल bollworm झल तर कय करव,CROP_DISEASE,crop_disease
best compost for healthy soil,SOIL_HEALTH,soil_health
best nutrients for millet,FERTILIZER_SUGGESTION,fertilizer_suggestion
how much npk for onion,FERTILIZER_SUGGESTION,fertilizer_suggestion
आज पऊस यईल क,WEATHER_QUERY,weather_query
humidity level today,WEATHER_QUERY,weather_query
tomato ke liye beej kaunsa le,SEED_GUIDE,seed_guide
high yield variety of rice,SEED_GUIDE,seed_guide
how to protect grapes from blight,CROP_DISEASE,crop_disease
when should i irrigate pulses,IRRIGATION_GUIDE,irrigation_guide
grapes सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
how to protect pulses from blast,CROP_DISEASE,crop_disease
is drip irrigation good for grapes,IRRIGATION_GUIDE,irrigation_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
kal barsaat hogi kya,WEATHER_QUERY,weather_query
is drip irrigation good for cotton,IRRIGATION_GUIDE,irrigation_guide
is drip irrigation good for sugarcane,IRRIGATION_GUIDE,irrigation_guide
when should i irrigate potato,IRRIGATION_GUIDE,irrigation_guide
kal barsaat hogi kya,WEATHER_QUERY,weather_query
banana ल blast झल तर कय करव,CROP_DISEASE,crop_disease
which fertilizer is best for groundnut,FERTILIZER_SUGGESTION,fertilizer_suggestion
symptoms of aphids in banana,CROP_DISEASE,crop_disease
when should i irrigate sugarcane,IRRIGATION_GUIDE,irrigation_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
high yield variety of onion,SEED_GUIDE,seed_guide
high yield variety of cotton,SEED_GUIDE,seed_guide
best compost for healthy soil,SOIL_HEALTH,soil_health
grapes ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
will it rain today in delhi,WEATHER_QUERY,weather_query
will it rain today in hyderabad,WEATHER_QUERY,weather_query
pulses कस सठवव,STORAGE_GUIDE,storage_guide
how to avoid insects while storing tomato,STORAGE_GUIDE,storage_guide
sugarcane ko kaise store kare,STORAGE_GUIDE,storage_guide
storage method for tomato,STORAGE_GUIDE,storage_guide
high yield variety of soybean,SEED_GUIDE,seed_guide
symptoms of aphids in banana,CROP_DISEASE,crop_disease
which hybrid seeds are good for sugarcane,SEED_GUIDE,seed_guide
grapes कस सठवव,STORAGE_GUIDE,storage_guide
what is todays weather,WEATHER_QUERY,weather_query
millet ke liye beej kaunsa le,SEED_GUIDE,seed_guide
how to store sugarcane,STORAGE_GUIDE,storage_guide
grapes सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
how much npk for millet,FERTILIZER_SUGGESTION,fertilizer_suggestion
best seed variety for maize,SEED_GUIDE,seed_guide
onion disease bollworm treatment,CROP_DISEASE,crop_disease
how to reduce soil acidity,SOIL_HEALTH,soil_health
how often to water maize,IRRIGATION_GUIDE,irrigation_guide
soybean me rust ka ilaj kya hai,CROP_DISEASE,crop_disease
what is todays weather,WEATHER_QUERY,weather_query
soybean सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
pulses कस सठवव,STORAGE_GUIDE,storage_guide
wheat कस सठवव,STORAGE_GUIDE,storage_guide
high yield variety of millet,SEED_GUIDE,seed_guide
which hybrid seeds are good for sugarcane,SEED_GUIDE,seed_guide
best compost for healthy soil,SOIL_HEALTH,soil_health
potato me root rot ka ilaj kya hai,CROP_DISEASE,crop_disease
which hybrid seeds are good for maize,SEED_GUIDE,seed_guide
tomato disease leaf spot treatment,CROP_DISEASE,crop_disease
rice सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
symptoms of blight in onion,CROP_DISEASE,crop_disease
when should i irrigate rice,IRRIGATION_GUIDE,irrigation_guide
how to store sunflower,STORAGE_GUIDE,storage_guide
will it rain today in pune,WEATHER_QUERY,weather_query
which hybrid seeds are good for onion,SEED_GUIDE,seed_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
millet ल rust झल तर कय करव,CROP_DISEASE,crop_disease
how much npk for soybean,FERTILIZER_SUGGESTION,fertilizer_suggestion
millet disease root rot treatment,CROP_DISEASE,crop_disease
pulses ke liye beej kaunsa le,SEED_GUIDE,seed_guide
when should i irrigate tomato,IRRIGATION_GUIDE,irrigation_guide
banana ke liye beej kaunsa le,SEED_GUIDE,seed_guide
how often to water pulses,IRRIGATION_GUIDE,irrigation_guide
soybean कस सठवव,STORAGE_GUIDE,storage_guide
best seed variety for wheat,SEED_GUIDE,seed_guide
pulses ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
best compost for healthy soil,SOIL_HEALTH,soil_health
tomato ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
millet सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
millet सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
humidity level today,WEATHER_QUERY,weather_query
humidity level today,WEATHER_QUERY,weather_query
how to store grapes,STORAGE_GUIDE,storage_guide
grapes ल blight झल तर कय करव,CROP_DISEASE,crop_disease
how to improve soil health,SOIL_HEALTH,soil_health
is drip irrigation good for rice,IRRIGATION_GUIDE,irrigation_guide
will it rain today in nashik,WEATHER_QUERY,weather_query
tomato ko kaise store kare,STORAGE_GUIDE,storage_guide
high yield variety of potato,SEED_GUIDE,seed_guide
how to avoid insects while storing cotton,STORAGE_GUIDE,storage_guide
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
will it rain today in lucknow,WEATHER_QUERY,weather_query
how to protect grapes from rust,CROP_DISEASE,crop_disease
best nutrients for millet,FERTILIZER_SUGGESTION,fertilizer_suggestion
onion ल rust झल तर कय करव,CROP_DISEASE,crop_disease
grapes ke liye beej kaunsa le,SEED_GUIDE,seed_guide
best seed variety for onion,SEED_GUIDE,seed_guide
will it rain today in pune,WEATHER_QUERY,weather_query
which fertilizer is best for banana,FERTILIZER_SUGGESTION,fertilizer_suggestion
will it rain today in pune,WEATHER_QUERY,weather_query
which hybrid seeds are good for groundnut,SEED_GUIDE,seed_guide
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
how to avoid insects while storing tomato,STORAGE_GUIDE,storage_guide
pulses ko kaise store kare,STORAGE_GUIDE,storage_guide
sugarcane me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
kal barsaat hogi kya,WEATHER_QUERY,weather_query
how to improve soil health,SOIL_HEALTH,soil_health
which hybrid seeds are good for sugarcane,SEED_GUIDE,seed_guide
how to improve soil health,SOIL_HEALTH,soil_health
grapes ल bollworm झल तर कय करव,CROP_DISEASE,crop_disease
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
best compost for healthy soil,SOIL_HEALTH,soil_health
storage method for wheat,STORAGE_GUIDE,storage_guide
how often to water maize,IRRIGATION_GUIDE,irrigation_guide
groundnut ke liye beej kaunsa le,SEED_GUIDE,seed_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
millet कस सठवव,STORAGE_GUIDE,storage_guide
wheat me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
how often to water banana,IRRIGATION_GUIDE,irrigation_guide
how to protect rice from leaf spot,CROP_DISEASE,crop_disease
wheat ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
best nutrients for sunflower,FERTILIZER_SUGGESTION,fertilizer_suggestion
how much npk for banana,FERTILIZER_SUGGESTION,fertilizer_suggestion
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
symptoms of bollworm in banana,CROP_DISEASE,crop_disease
आज पऊस यईल क,WEATHER_QUERY,weather_query
banana ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
cotton सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
symptoms of stem borer in rice,CROP_DISEASE,crop_disease
wheat सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to reduce soil acidity,SOIL_HEALTH,soil_health
wheat disease root rot treatment,CROP_DISEASE,crop_disease
cotton कस सठवव,STORAGE_GUIDE,storage_guide
banana सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
sunflower सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
how often to water rice,IRRIGATION_GUIDE,irrigation_guide
high yield variety of onion,SEED_GUIDE,seed_guide
kal barsaat hogi kya,WEATHER_QUERY,weather_query
tomato सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
will it rain today in lucknow,WEATHER_QUERY,weather_query
sugarcane ko kaise store kare,STORAGE_GUIDE,storage_guide
best nutrients for wheat,FERTILIZER_SUGGESTION,fertilizer_suggestion
when should i irrigate pulses,IRRIGATION_GUIDE,irrigation_guide
when should i irrigate potato,IRRIGATION_GUIDE,irrigation_guide
high yield variety of banana,SEED_GUIDE,seed_guide
which fertilizer is best for pulses,FERTILIZER_SUGGESTION,fertilizer_suggestion
is drip irrigation good for cotton,IRRIGATION_GUIDE,irrigation_guide
maize ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
sunflower disease root rot treatment,CROP_DISEASE,crop_disease
cotton ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to avoid insects while storing sugarcane,STORAGE_GUIDE,storage_guide
how to store grapes,STORAGE_GUIDE,storage_guide
is drip irrigation good for cotton,IRRIGATION_GUIDE,irrigation_guide
when should i irrigate potato,IRRIGATION_GUIDE,irrigation_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
will it rain today in delhi,WEATHER_QUERY,weather_query
high yield variety of soybean,SEED_GUIDE,seed_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
how to store wheat,STORAGE_GUIDE,storage_guide
tomato ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
best seed variety for pulses,SEED_GUIDE,seed_guide
humidity level today,WEATHER_QUERY,weather_query
best seed variety for soybean,SEED_GUIDE,seed_guide
best seed variety for sunflower,SEED_GUIDE,seed_guide
how to store maize,STORAGE_GUIDE,storage_guide
kal barsaat hogi kya,WEATHER_QUERY,weather_query
high yield variety of cotton,SEED_GUIDE,seed_guide
pulses सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
groundnut me whitefly ka ilaj kya hai,CROP_DISEASE,crop_disease
how much npk for sugarcane,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to protect potato from rust,CROP_DISEASE,crop_disease
kal barsaat hogi kya,WEATHER_QUERY,weather_query
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
tomato कस सठवव,STORAGE_GUIDE,storage_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
banana ke liye beej kaunsa le,SEED_GUIDE,seed_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
how to improve soil health,SOIL_HEALTH,soil_health
how to improve soil health,SOIL_HEALTH,soil_health
how to avoid insects while storing grapes,STORAGE_GUIDE,storage_guide
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
symptoms of leaf spot in cotton,CROP_DISEASE,crop_disease
which fertilizer is best for grapes,FERTILIZER_SUGGESTION,fertilizer_suggestion
how often to water sunflower,IRRIGATION_GUIDE,irrigation_guide
pulses ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
millet disease blight treatment,CROP_DISEASE,crop_disease
banana ko kaise store kare,STORAGE_GUIDE,storage_guide
symptoms of aphids in sugarcane,CROP_DISEASE,crop_disease
how often to water potato,IRRIGATION_GUIDE,irrigation_guide
rice ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
how often to water sunflower,IRRIGATION_GUIDE,irrigation_guide
maize ke liye beej kaunsa le,SEED_GUIDE,seed_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
best compost for healthy soil,SOIL_HEALTH,soil_health
wheat ke liye beej kaunsa le,SEED_GUIDE,seed_guide
will it rain today in nagpur,WEATHER_QUERY,weather_query
pulses me bollworm ka ilaj kya hai,CROP_DISEASE,crop_disease
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
tomato ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
is drip irrigation good for groundnut,IRRIGATION_GUIDE,irrigation_guide
will it rain today in mumbai,WEATHER_QUERY,weather_query
groundnut सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
best seed variety for banana,SEED_GUIDE,seed_guide
maize disease whitefly treatment,CROP_DISEASE,crop_disease
which hybrid seeds are good for millet,SEED_GUIDE,seed_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
is drip irrigation good for banana,IRRIGATION_GUIDE,irrigation_guide
humidity level today,WEATHER_QUERY,weather_query
sugarcane me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
best seed variety for potato,SEED_GUIDE,seed_guide
millet कस सठवव,STORAGE_GUIDE,storage_guide
how to protect cotton from rust,CROP_DISEASE,crop_disease
how to protect wheat from fungal infection,CROP_DISEASE,crop_disease
best compost for healthy soil,SOIL_HEALTH,soil_health
best seed variety for soybean,SEED_GUIDE,seed_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
is drip irrigation good for soybean,IRRIGATION_GUIDE,irrigation_guide
when should i irrigate tomato,IRRIGATION_GUIDE,irrigation_guide
what is todays weather,WEATHER_QUERY,weather_query
how to avoid insects while storing millet,STORAGE_GUIDE,storage_guide
which fertilizer is best for rice,FERTILIZER_SUGGESTION,fertilizer_suggestion
best compost for healthy soil,SOIL_HEALTH,soil_health
banana disease fungal infection treatment,CROP_DISEASE,crop_disease
sunflower disease blast treatment,CROP_DISEASE,crop_disease
maize सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
best nutrients for wheat,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to improve soil health,SOIL_HEALTH,soil_health
groundnut ल stem borer झल तर कय करव,CROP_DISEASE,crop_disease
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
humidity level today,WEATHER_QUERY,weather_query
groundnut me bollworm ka ilaj kya hai,CROP_DISEASE,crop_disease
millet ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
wheat me fungal infection ka ilaj kya hai,CROP_DISEASE,crop_disease
best nutrients for onion,FERTILIZER_SUGGESTION,fertilizer_suggestion
onion ko kaise store kare,STORAGE_GUIDE,storage_guide
humidity level today,WEATHER_QUERY,weather_query
grapes me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
symptoms of blast in pulses,CROP_DISEASE,crop_disease
what is todays weather,WEATHER_QUERY,weather_query
millet ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
millet ल blight झल तर कय करव,CROP_DISEASE,crop_disease
आज पऊस यईल क,WEATHER_QUERY,weather_query
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
sunflower ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
tomato ke liye beej kaunsa le,SEED_GUIDE,seed_guide
symptoms of blast in sugarcane,CROP_DISEASE,crop_disease
millet ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
groundnut सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
onion सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
how to protect sunflower from rust,CROP_DISEASE,crop_disease
when should i irrigate banana,IRRIGATION_GUIDE,irrigation_guide
how to improve soil health,SOIL_HEALTH,soil_health
sugarcane ke liye beej kaunsa le,SEED_GUIDE,seed_guide
wheat सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
best seed variety for cotton,SEED_GUIDE,seed_guide
sugarcane ल aphids झल तर कय करव,CROP_DISEASE,crop_disease
humidity level today,WEATHER_QUERY,weather_query
rice कस सठवव,STORAGE_GUIDE,storage_guide
